trades,win_rate,profit_factor,expectancy_r,max_drawdown_r,avg_trade_duration_min,avg_r,gross_profit_r,gross_loss_r,variant,set_name,setup,boundary,rr
132,40.909090909090914,0.9880703805470096,-0.007049320585858226,-25.52484993997529,46.35606060606061,-0.007049320585858226,77.06948968266602,77.99999999999926,breakout_close|or15|end=11:30|rr=1.5|atr=1.0|vol=1.2|vwap=0|ema=0|macro=none|band=1.2,train,breakout_close,or15,1.5
43,39.53488372093023,0.9807692307692385,-0.011627906976739358,-11.999999999999881,50.30232558139535,-0.011627906976739358,25.499999999999986,25.99999999999978,breakout_close|or15|end=11:30|rr=1.5|atr=1.0|vol=1.2|vwap=0|ema=0|macro=none|band=1.2,test,breakout_close,or15,1.5
75,42.66666666666667,1.0341741786666505,0.0195931957688796,-17.543217286914537,48.21333333333333,0.0195931957688796,44.469489682665674,42.99999999999971,breakout_close|or15|end=11:30|rr=1.5|atr=1.0|vol=1.2|vwap=1|ema=1|macro=not_both_against|band=1.2,train,breakout_close,or15,1.5
27,29.629629629629626,0.6315789473684259,-0.25925925925925436,-10.999999999999837,43.407407407407405,-0.25925925925925436,12.00000000000002,18.999999999999886,breakout_close|or15|end=11:30|rr=1.5|atr=1.0|vol=1.2|vwap=1|ema=1|macro=not_both_against|band=1.2,test,breakout_close,or15,1.5
154,34.41558441558442,0.990687346626475,-0.006107649290428664,-18.543217286914263,55.37662337662338,-0.006107649290428664,100.0594220092731,100.99999999999913,breakout_close|or15|end=11:30|rr=2.0|atr=1.0|vol=0.8|vwap=0|ema=0|macro=none|band=1.2,train,breakout_close,or15,2.0
48,29.166666666666668,0.8235294117647097,-0.1249999999999966,-12.999999999999876,64.45833333333333,-0.1249999999999966,27.99999999999997,33.99999999999981,breakout_close|or15|end=11:30|rr=2.0|atr=1.0|vol=0.8|vwap=0|ema=0|macro=none|band=1.2,test,breakout_close,or15,2.0
91,35.16483516483517,1.0110225610200456,0.007146495606403065,-21.54321728691442,52.51648351648352,0.007146495606403065,59.650331100182036,58.999999999999346,breakout_close|or15|end=11:30|rr=2.0|atr=1.0|vol=0.8|vwap=1|ema=1|macro=not_both_against|band=1.2,train,breakout_close,or15,2.0
31,22.58064516129032,0.5833333333333335,-0.3225806451612895,-14.999999999999929,47.193548387096776,-0.3225806451612895,13.999999999999961,23.99999999999993,breakout_close|or15|end=11:30|rr=2.0|atr=1.0|vol=0.8|vwap=1|ema=1|macro=not_both_against|band=1.2,test,breakout_close,or15,2.0
132,34.84848484848485,0.984050275075199,-0.01028523928340433,-29.64553959514778,59.946969696969695,-0.01028523928340433,83.76303806976232,85.12068965517166,breakout_close|or15|end=11:30|rr=2.0|atr=1.0|vol=1.2|vwap=0|ema=0|macro=none|band=1.2,train,breakout_close,or15,2.0
43,27.906976744186046,0.7741935483870985,-0.16279069767441587,-15.999999999999753,64.30232558139535,-0.16279069767441587,23.999999999999844,30.99999999999973,breakout_close|or15|end=11:30|rr=2.0|atr=1.0|vol=1.2|vwap=0|ema=0|macro=none|band=1.2,test,breakout_close,or15,2.0
75,37.333333333333336,1.035383788718353,0.022173840930167808,-18.543217286914576,60.906666666666666,0.022173840930167808,48.663038069762266,46.99999999999968,breakout_close|or15|end=11:30|rr=2.0|atr=1.0|vol=1.2|vwap=1|ema=1|macro=not_both_against|band=1.2,train,breakout_close,or15,2.0
27,22.22222222222222,0.5714285714285705,-0.33333333333333226,-14.99999999999986,56.7037037037037,-0.33333333333333226,11.999999999999918,20.99999999999989,breakout_close|or15|end=11:30|rr=2.0|atr=1.0|vol=1.2|vwap=1|ema=1|macro=not_both_against|band=1.2,test,breakout_close,or15,2.0
