Symbol,SpecId,Family,Parameters,Trades,WinRate,ProfitFactor,Expectancy,MaxDrawdown,DevelopmentScore
SBIN,111,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.35, ""target_r"": 2.0}",6,0.16666666666666666,0.17018048006719405,-0.002755251980197788,-0.0159332055605258,-inf
SBIN,112,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.35, ""target_r"": 1.5}",2,0.0,0.0,-0.006322337606086747,-0.0070586563723124,-inf
SBIN,113,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.35, ""target_r"": 2.0}",2,0.0,0.0,-0.006322337606086747,-0.0070586563723124,-inf
SBIN,114,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.35, ""target_r"": 1.5}",8,0.25,0.332062963914743,-0.0021154229226940926,-0.01635253907598777,-inf
SBIN,115,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.35, ""target_r"": 2.0}",8,0.25,0.332062963914743,-0.0021154229226940926,-0.01635253907598777,-inf
SBIN,116,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.35, ""target_r"": 1.5}",5,0.2,0.2364921995949523,-0.002189098608265127,-0.013749001914046821,-inf
SBIN,117,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.35, ""target_r"": 2.0}",5,0.2,0.2364921995949523,-0.002189098608265127,-0.013749001914046821,-inf
SBIN,118,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.35, ""target_r"": 1.5}",1,0.0,0.0,-0.007058656372312399,0.0,-inf
SBIN,119,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.35, ""target_r"": 2.0}",1,0.0,0.0,-0.007058656372312399,0.0,-inf
SBIN,120,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.35, ""target_r"": 1.5}",7,0.2857142857142857,0.46029913040398684,-0.0014092467156057635,-0.014311171668048184,-inf
SBIN,121,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.35, ""target_r"": 2.0}",7,0.2857142857142857,0.46029913040398684,-0.0014092467156057635,-0.014311171668048184,-inf
SBIN,122,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.35, ""target_r"": 1.5}",4,0.25,0.4658840988237643,-0.0009717091672533087,-0.0067379061056027645,-inf
SBIN,123,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.35, ""target_r"": 2.0}",4,0.25,0.4658840988237643,-0.0009717091672533087,-0.0067379061056027645,-inf
SBIN,124,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.35, ""target_r"": 1.5}",0,,,,,-inf
SBIN,125,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.35, ""target_r"": 2.0}",0,,,,,-inf
SBIN,126,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.5, ""target_r"": 1.5}",2,0.0,0.0,-0.002413992594209046,-0.0019702850212249823,-inf
SBIN,127,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.5, ""target_r"": 2.0}",2,0.0,0.0,-0.002413992594209046,-0.0019702850212249823,-inf
SBIN,128,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.5, ""target_r"": 1.5}",1,0.0,0.0,-0.0019702850212249814,0.0,-inf
SBIN,129,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.5, ""target_r"": 2.0}",1,0.0,0.0,-0.0019702850212249814,0.0,-inf
SBIN,130,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.5, ""target_r"": 1.5}",0,,,,,-inf
